symbol,priceChange,priceChangePercent,lastPrice,volume,quoteVolume
ONEPAX,0.0,0.0,0.0,0.0,0.0
ONEUSDC,0.0,0.0,0.0,0.0,0.0
FTMBNB,0.0,0.0,0.0,0.0,0.0
FTMBTC,0.0,0.0,0.0,0.0,0.0
FTMUSDT,0.0,0.0,0.0,0.0,0.0
FTMTUSD,0.0,0.0,0.0,0.0,0.0
FTMPAX,0.0,0.0,0.0,0.0,0.0
FTMUSDC,0.0,0.0,0.0,0.0,0.0
BTCBBTC,0.0,0.0,0.0,0.0,0.0
BCPTTUSD,0.0,0.0,0.0,0.0,0.0
BCPTPAX,0.0,0.0,0.0,0.0,0.0
BCPTUSDC,0.0,0.0,0.0,0.0,0.0
ALGOBNB,0.0,0.0,0.0,0.0,0.0
ALGOBTC,1e-08,0.463,2.17e-06,1570847.0,3.38090775
ALGOUSDT,0.0015,0.824,0.1836,49672923.0,8986246.0399
ALGOTUSD,0.0,0.0,0.0,0.0,0.0
ALGOPAX,0.0,0.0,0.0,0.0,0.0
ALGOUSDC,0.0014,0.768,0.1836,22486730.0,4066443.473
USDSBUSDT,0.0,0.0,0.0,0.0,0.0
USDSBUSDS,0.0,0.0,0.0,0.0,0.0
GTOUSDT,0.0,0.0,0.0,0.0,0.0
GTOPAX,0.0,0.0,0.0,0.0,0.0
GTOTUSD,0.0,0.0,0.0,0.0,0.0
GTOUSDC,0.0,0.0,0.0,0.0,0.0
ERDBNB,0.0,0.0,0.0,0.0,0.0
ERDBTC,0.0,0.0,0.0,0.0,0.0
ERDUSDT,0.0,0.0,0.0,0.0,0.0
ERDPAX,0.0,0.0,0.0,0.0,0.0
ERDUSDC,0.0,0.0,0.0,0.0,0.0
DOGEBNB,0.0,0.0,0.0,0.0,0.0
DOGEBTC,1e-08,0.541,1.86e-06,17164764.0,31.50824442
DOGEUSDT,0.00123,0.791,0.1567,730368435.0,112534861.50229
DOGEPAX,0.0,0.0,0.0,0.0,0.0
DOGEUSDC,0.00126,0.81,0.15674,70626819.0,10886398.62372
DUSKBNB,0.0,0.0,0.0,0.0,0.0
DUSKBTC,-2e-08,-2.439,8e-07,231547.0,0.18645863
DUSKUSDT,-0.0013,-1.881,0.0678,8179160.0,553024.292
DUSKUSDC,0.0,0.0,0.0,0.0,0.0
DUSKPAX,0.0,0.0,0.0,0.0,0.0
BGBPUSDC,0.0,0.0,0.0,0.0,0.0
ANKRBNB,0.0,0.0,0.0,0.0,0.0
ANKRBTC,0.0,0.0,2e-07,3312873.0,0.67061306
ANKRUSDT,0.00063,3.823,0.01711,155445882.1,2640270.890908
ANKRTUSD,0.0,0.0,0.0,0.0,0.0
ANKRPAX,0.0,0.0,0.0,0.0,0.0
ANKRUSDC,0.0,0.0,0.0,0.0,0.0
ONTPAX,0.0,0.0,0.0,0.0,0.0
ONTUSDC,0.0042,3.206,0.1352,762338.0,101708.1669
WINBNB,0.0,0.0,0.0,0.0,0.0
WINBTC,0.0,0.0,0.0,0.0,0.0
WINUSDT,-1.3e-07,-0.272,4.758e-05,7702689948.0,367348.89310528
WINUSDC,0.0,0.0,0.0,0.0,0.0
COSBNB,0.0,0.0,0.0,0.0,0.0
COSBTC,0.0,0.0,0.0,0.0,0.0
COSUSDT,-5.8e-05,-1.919,0.002965,223401821.2,663835.9948866
TUSDBTUSD,0.0,0.0,0.0,0.0,0.0
NPXSUSDT,0.0,0.0,0.0,0.0,0.0
NPXSUSDC,0.0,0.0,0.0,0.0,0.0
COCOSBNB,0.0,0.0,0.0,0.0,0.0
COCOSBTC,0.0,0.0,0.0,0.0,0.0
COCOSUSDT,0.0,0.0,0.0,0.0,0.0
MTLUSDT,0.07,9.371,0.817,3644942.6,2921543.3298
TOMOBNB,0.0,0.0,0.0,0.0,0.0
TOMOBTC,0.0,0.0,0.0,0.0,0.0
TOMOUSDT,0.0,0.0,0.0,0.0,0.0
TOMOUSDC,0.0,0.0,0.0,0.0,0.0
PERLBNB,0.0,0.0,0.0,0.0,0.0
PERLBTC,0.0,0.0,0.0,0.0,0.0
PERLUSDC,0.0,0.0,0.0,0.0,0.0
PERLUSDT,0.0,0.0,0.0,0.0,0.0
DENTUSDT,-5e-06,-0.786,0.000631,730601542.0,458493.102444
MFTUSDT,0.0,0.0,0.0,0.0,0.0
KEYUSDT,0.0,0.0,0.0,0.0,0.0
STORMUSDT,0.0,0.0,0.0,0.0,0.0
DOCKUSDT,0.0,0.0,0.0,0.0,0.0
WANUSDT,0.0009,0.924,0.0983,2957562.0,288559.6672
FUNUSDT,-0.000306,-3.543,0.008331,1034667700.0,8894765.078063
CVCUSDT,-0.0003,-0.268,0.1116,23646494.0,2612739.957
BTTTRX,0.0,0.0,0.0,0.0,0.0
WINTRX,-1e-07,-0.053,0.0001901,571497592.6,107592.93812533
CHZBNB,-1e-06,-1.613,6.1e-05,293742.0,18.0045954
CHZBTC,-1e-08,-2.326,4.2e-07,1220366.0,0.51757241
CHZUSDT,-0.00066,-1.829,0.03543,135446188.0,4835694.89555
BANDBNB,0.0,0.0,0.0,0.0,0.0
BANDBTC,2e-08,0.257,7.81e-06,115084.6,0.89567575
BANDUSDT,0.002,0.305,0.658,1103099.8,720567.7022
BNBBUSD,0.0,0.0,0.0,0.0,0.0
BTCBUSD,0.0,0.0,0.0,0.0,0.0
BUSDUSDT,0.0,0.0,0.0,0.0,0.0
BEAMBNB,0.0,0.0,0.0,0.0,0.0
BEAMBTC,0.0,0.0,0.0,0.0,0.0
BEAMUSDT,0.0,0.0,0.0,0.0,0.0
XTZBNB,0.0,0.0,0.0,0.0,0.0
XTZBTC,2e-08,0.34,5.9e-06,1410282.4,8.44080441
XTZUSDT,0.004,0.81,0.498,5474481.7,2749487.2567
RENUSDT,0.0,0.0,0.0,0.0,0.0
RVNUSDT,0.0001,0.968,0.01043,90549376.1,935568.479162
HCUSDT,0.0,0.0,0.0,0.0,0.0
HBARBNB,-2.79e-06,-1.018,0.00027129,949471.0,257.49694192
HBARBTC,-2e-08,-1.053,1.88e-06,8301558.0,15.58226128
HBARUSDT,-0.00084,-0.526,0.15877,155605506.0,24519798.03959
NKNBNB,0.0,0.0,0.0,0.0,0.0
NKNBTC,0.0,0.0,2e-07,521687.0,0.10498981
NKNUSDT,0.0002,1.212,0.0167,52832861.0,897131.1167
XRPBUSD,0.0,0.0,0.0,0.0,0.0
ETHBUSD,0.0,0.0,0.0,0.0,0.0
BCHABCBUSD,0.0,0.0,0.0,0.0,0.0
LTCBUSD,0.0,0.0,0.0,0.0,0.0
LINKBUSD,0.0,0.0,0.0,0.0,0.0
ETCBUSD,0.0,0.0,0.0,0.0,0.0
STXBNB,-1.8e-05,-1.779,0.000994,18134.5,18.0211878
STXBTC,-1.3e-07,-1.857,6.87e-06,897126.4,6.19206134
STXUSDT,-0.008,-1.358,0.581,5819685.8,3377737.776
KAVABNB,0.0,0.0,0.0,0.0,0.0
KAVABTC,-1e-08,-0.198,5.04e-06,109078.9,0.55077889
KAVAUSDT,-0.001,-0.235,0.4248,10012980.8,4236538.18805
BUSDNGN,0.0,0.0,0.0,0.0,0.0
BNBNGN,0.0,0.0,0.0,0.0,0.0
BTCNGN,0.0,0.0,0.0,0.0,0.0
ARPABNB,0.0,0.0,0.0,0.0,0.0
ARPABTC,0.0,0.0,2.4e-07,2267858.0,0.54284814
ARPAUSDT,-0.00011,-0.54,0.02026,45208529.6,915968.56958
TRXBUSD,0.0,0.0,0.0,0.0,0.0
EOSBUSD,0.0,0.0,0.0,0.0,0.0
IOTXUSDT,-0.00076,-4.117,0.0177,133600320.0,2396544.04266
RLCUSDT,-0.006,-0.567,1.053,560554.2,585628.9385
MCOUSDT,0.0,0.0,0.0,0.0,0.0
XLMBUSD,0.0,0.0,0.0,0.0,0.0
ADABUSD,0.0,0.0,0.0,0.0,0.0
CTXCBNB,0.0,0.0,0.0,0.0,0.0
CTXCBTC,1e-08,1.351,7.5e-07,1475818.0,1.0754631
CTXCUSDT,0.0004,0.635,0.0634,20002512.0,1233782.8303
BCHBNB,-0.006,-1.081,0.549,22.812,12.551907
BCHBTC,-4e-05,-1.042,0.0038,2228.108,8.50234424
BCHUSDT,-1.6,-0.496,321.1,30005.705,9612064.037
BCHUSDC,-1.6,-0.496,321.1,4603.25,1473601.434
BCHTUSD,0.0,0.0,0.0,0.0,0.0
BCHPAX,0.0,0.0,0.0,0.0,0.0
BCHBUSD,0.0,0.0,0.0,0.0,0.0
BTCRUB,0.0,0.0,0.0,0.0,0.0
ETHRUB,0.0,0.0,0.0,0.0,0.0
XRPRUB,0.0,0.0,0.0,0.0,0.0
BNBRUB,0.0,0.0,0.0,0.0,0.0
TROYBNB,0.0,0.0,0.0,0.0,0.0
TROYBTC,0.0,0.0,0.0,0.0,0.0
TROYUSDT,-7e-05,-50.36,6.9e-05,33284813329.0,4734560.343197
BUSDRUB,0.0,0.0,0.0,0.0,0.0
QTUMBUSD,0.0,0.0,0.0,0.0,0.0
VETBUSD,0.0,0.0,0.0,0.0,0.0
VITEBNB,0.0,0.0,0.0,0.0,0.0
VITEBTC,0.0,0.0,0.0,0.0,0.0
VITEUSDT,0.0,0.0,0.0,0.0,0.0
FTTBNB,0.0,0.0,0.0,0.0,0.0
FTTBTC,0.0,0.0,0.0,0.0,0.0
FTTUSDT,-0.0179,-2.112,0.8296,1370369.86,1136945.977579
BTCTRY,22164.0,0.692,3223994.0,82.74218,265305591.53278
BNBTRY,135.0,0.608,22334.0,2875.019,63762375.926
BUSDTRY,0.0,0.0,0.0,0.0,0.0
ETHTRY,-921.0,-1.5,60464.0,6429.0541,387557736.4677
XRPTRY,-0.54,-0.667,80.36,5716773.0,454814319.75
USDTTRY,0.05,0.131,38.16,56327213.0,2148539325.56
USDTRUB,0.0,0.0,0.0,0.0,0.0
BTCEUR,-307.44,-0.413,74202.13,308.024,22791815.3860174
ETHEUR,-36.43,-2.551,1391.82,8613.8653,11990388.199299
BNBEUR,-2.73,-0.528,513.99,1944.115,995410.5004
XRPEUR,-0.0336,-1.785,1.8492,3426500.0,6290330.8555
EURBUSD,0.0,0.0,0.0,0.0,0.0
EURUSDT,0.0108,0.958,1.1385,18793072.7,21335577.08887
OGNBNB,0.0,0.0,0.0,0.0,0.0
OGNBTC,-1e-08,-1.587,6.2e-07,60560.0,0.03802994
OGNUSDT,-0.0004,-0.756,0.0525,9912909.0,520874.5095
DREPBNB,0.0,0.0,0.0,0.0,0.0
DREPBTC,0.0,0.0,0.0,0.0,0.0
DREPUSDT,0.0,0.0,0.0,0.0,0.0
BULLUSDT,0.0,0.0,0.0,0.0,0.0
BULLBUSD,0.0,0.0,0.0,0.0,0.0
BEARUSDT,0.0,0.0,0.0,0.0,0.0
BEARBUSD,0.0,0.0,0.0,0.0,0.0
ETHBULLUSDT,0.0,0.0,0.0,0.0,0.0
ETHBULLBUSD,0.0,0.0,0.0,0.0,0.0
ETHBEARUSDT,0.0,0.0,0.0,0.0,0.0
ETHBEARBUSD,0.0,0.0,0.0,0.0,0.0
TCTBNB,0.0,0.0,0.0,0.0,0.0
TCTBTC,0.0,0.0,0.0,0.0,0.0
TCTUSDT,0.0,0.0,0.0,0.0,0.0
WRXBNB,0.0,0.0,0.0,0.0,0.0
WRXBTC,0.0,0.0,0.0,0.0,0.0
WRXUSDT,0.0,0.0,0.0,0.0,0.0
ICXBUSD,0.0,0.0,0.0,0.0,0.0
BTSUSDT,0.0,0.0,0.0,0.0,0.0
BTSBUSD,0.0,0.0,0.0,0.0,0.0
LSKUSDT,0.011,2.355,0.478,1417611.0,675399.658
BNTUSDT,-0.0048,-1.305,0.3629,656323.1,237921.66125
BNTBUSD,0.0,0.0,0.0,0.0,0.0
LTOBNB,0.0,0.0,0.0,0.0,0.0
LTOBTC,2e-08,6.897,3.1e-07,2422289.0,0.75540259
LTOUSDT,0.0026,11.064,0.0261,82369626.0,2146847.8447
ATOMBUSD,0.0,0.0,0.0,0.0,0.0
DASHBUSD,0.0,0.0,0.0,0.0,0.0
NEOBUSD,0.0,0.0,0.0,0.0,0.0
WAVESBUSD,0.0,0.0,0.0,0.0,0.0
XTZBUSD,0.0,0.0,0.0,0.0,0.0
EOSBULLUSDT,0.0,0.0,0.0,0.0,0.0
EOSBULLBUSD,0.0,0.0,0.0,0.0,0.0
EOSBEARUSDT,0.0,0.0,0.0,0.0,0.0
EOSBEARBUSD,0.0,0.0,0.0,0.0,0.0
XRPBULLUSDT,0.0,0.0,0.0,0.0,0.0
XRPBULLBUSD,0.0,0.0,0.0,0.0,0.0
XRPBEARUSDT,0.0,0.0,0.0,0.0,0.0
XRPBEARBUSD,0.0,0.0,0.0,0.0,0.0
BATBUSD,0.0,0.0,0.0,0.0,0.0
ENJBUSD,0.0,0.0,0.0,0.0,0.0
NANOBUSD,0.0,0.0,0.0,0.0,0.0
ONTBUSD,0.0,0.0,0.0,0.0,0.0
RVNBUSD,0.0,0.0,0.0,0.0,0.0
STRATBUSD,0.0,0.0,0.0,0.0,0.0
STRATBNB,0.0,0.0,0.0,0.0,0.0
STRATUSDT,0.0,0.0,0.0,0.0,0.0
AIONBUSD,0.0,0.0,0.0,0.0,0.0
AIONUSDT,0.0,0.0,0.0,0.0,0.0
MBLBNB,0.0,0.0,0.0,0.0,0.0
MBLBTC,0.0,0.0,0.0,0.0,0.0
MBLUSDT,0.000192,8.731,0.002391,2452129888.0,6121723.437678
COTIBNB,0.0,0.0,0.0,0.0,0.0
COTIBTC,-4e-08,-4.938,7.7e-07,1553677.0,1.21716121
COTIUSDT,-0.0032,-4.682,0.06514,74257836.0,4884320.07538
ALGOBUSD,0.0,0.0,0.0,0.0,0.0
BTTBUSD,0.0,0.0,0.0,0.0,0.0
TOMOBUSD,0.0,0.0,0.0,0.0,0.0
XMRBUSD,0.0,0.0,0.0,0.0,0.0
ZECBUSD,0.0,0.0,0.0,0.0,0.0
BNBBULLUSDT,0.0,0.0,0.0,0.0,0.0
BNBBULLBUSD,0.0,0.0,0.0,0.0,0.0
BNBBEARUSDT,0.0,0.0,0.0,0.0,0.0
BNBBEARBUSD,0.0,0.0,0.0,0.0,0.0
STPTBNB,0.0,0.0,0.0,0.0,0.0
STPTBTC,2e-08,4.167,5e-07,2320854.0,1.18845118
STPTUSDT,0.0021,5.22,0.04233,109823593.6,4714633.372226
BTCZAR,-3227.0,-0.2,1611530.0,2.90458,4665087.65546
ETHZAR,-349.0,-1.14,30271.0,5.3218,160696.6899
BNBZAR,0.0,0.0,0.0,0.0,0.0
USDTZAR,-0.12,-0.625,19.07,422129.0,8072350.76
BUSDZAR,0.0,0.0,0.0,0.0,0.0
BTCBKRW,0.0,0.0,0.0,0.0,0.0
ETHBKRW,0.0,0.0,0.0,0.0,0.0
BNBBKRW,0.0,0.0,0.0,0.0,0.0
WTCUSDT,0.0,0.0,0.0,0.0,0.0
DATABUSD,0.0,0.0,0.0,0.0,0.0
DATAUSDT,0.00062,4.189,0.01542,24747624.0,370722.234239
XZCUSDT,0.0,0.0,0.0,0.0,0.0
SOLBNB,0.007,3.18,0.2271,7040.12,1542.6394786
SOLBTC,4.77e-05,3.127,0.0015731,292978.068,444.90829327
SOLUSDT,4.76,3.714,132.92,5304400.033,676125568.49476
SOLBUSD,0.0,0.0,0.0,0.0,0.0
BTCIDRT,0.0,0.0,0.0,0.0,0.0
BNBIDRT,0.0,0.0,0.0,0.0,0.0
USDTIDRT,0.0,0.0,0.0,0.0,0.0
BUSDIDRT,0.0,0.0,0.0,0.0,0.0
CTSIBTC,-2e-08,-3.125,6.2e-07,736255.0,0.4639984
CTSIUSDT,0.0002,0.376,0.0534,13541004.0,719952.8323
CTSIBNB,0.0,0.0,0.0,0.0,0.0
CTSIBUSD,0.0,0.0,0.0,0.0,0.0
HIVEBNB,0.0,0.0,0.0,0.0,0.0
HIVEBTC,8e-08,3.042,2.71e-06,216203.0,0.57783458
HIVEUSDT,0.0068,3.066,0.2286,9890962.0,2206466.8442
CHRBNB,0.0,0.0,0.0,0.0,0.0
CHRBTC,0.0,0.0,9.8e-07,255927.0,0.24598089
CHRUSDT,-0.0003,-0.365,0.0819,9000175.0,734636.7138
BTCUPUSDT,0.0,0.0,0.0,0.0,0.0
BTCDOWNUSDT,0.0,0.0,0.0,0.0,0.0
GXSUSDT,0.0,0.0,0.0,0.0,0.0
ARDRUSDT,0.01688,18.229,0.10948,346316151.0,44210714.50345
ERDBUSD,0.0,0.0,0.0,0.0,0.0
LENDUSDT,0.0,0.0,0.0,0.0,0.0
HBARBUSD,0.0,0.0,0.0,0.0,0.0
MATICBUSD,0.0,0.0,0.0,0.0,0.0
WRXBUSD,0.0,0.0,0.0,0.0,0.0
ZILBUSD,0.0,0.0,0.0,0.0,0.0
MDTBNB,0.0,0.0,0.0,0.0,0.0
MDTBTC,0.0,0.0,0.0,0.0,0.0
MDTUSDT,0.00179,7.171,0.02675,66393770.8,1639124.623398
STMXBTC,0.0,0.0,0.0,0.0,0.0
STMXETH,0.0,0.0,0.0,0.0,0.0
STMXUSDT,0.0,0.0,0.0,0.0,0.0
KNCBUSD,0.0,0.0,0.0,0.0,0.0
KNCUSDT,0.0066,2.113,0.319,2451678.9,778439.01574
REPBUSD,0.0,0.0,0.0,0.0,0.0
REPUSDT,0.0,0.0,0.0,0.0,0.0
LRCBUSD,0.0,0.0,0.0,0.0,0.0
LRCUSDT,-0.0003,-0.344,0.0869,13870114.0,1198439.3995
IQBNB,0.0,0.0,0.0,0.0,0.0
IQBUSD,0.0,0.0,0.0,0.0,0.0
PNTBTC,0.0,0.0,0.0,0.0,0.0
PNTUSDT,0.0,0.0,0.0,0.0,0.0
BTCGBP,0.0,0.0,0.0,0.0,0.0
ETHGBP,0.0,0.0,0.0,0.0,0.0
XRPGBP,0.0,0.0,0.0,0.0,0.0
BNBGBP,0.0,0.0,0.0,0.0,0.0
GBPBUSD,0.0,0.0,0.0,0.0,0.0
DGBBTC,0.0,0.0,0.0,0.0,0.0
DGBBUSD,0.0,0.0,0.0,0.0,0.0
BTCUAH,10997.0,0.302,3653453.0,0.06697,243506.0043
USDTUAH,-0.03,-0.069,43.28,62028.0,2682248.85
COMPBTC,-3e-06,-0.632,0.000472,2098.255,0.98766828
COMPBNB,0.0,0.0,0.0,0.0,0.0
COMPBUSD,0.0,0.0,0.0,0.0,0.0
COMPUSDT,-0.18,-0.45,39.82,43897.26,1740110.94335
BTCBIDR,0.0,0.0,0.0,0.0,0.0
ETHBIDR,0.0,0.0,0.0,0.0,0.0
BNBBIDR,0.0,0.0,0.0,0.0,0.0
BUSDBIDR,0.0,0.0,0.0,0.0,0.0
USDTBIDR,0.0,0.0,0.0,0.0,0.0
BKRWUSDT,0.0,0.0,0.0,0.0,0.0
BKRWBUSD,0.0,0.0,0.0,0.0,0.0
SCUSDT,0.000165,5.607,0.003108,405844356.0,1245086.139504
ZENUSDT,0.12,1.483,8.21,307697.57,2498220.6986
SXPBTC,1.4e-07,6.14,2.42e-06,1357022.4,3.34251955
SXPBNB,0.0,0.0,0.0,0.0,0.0
SXPBUSD,0.0,0.0,0.0,0.0,0.0
SNXBTC,-6e-08,-0.793,7.51e-06,62997.3,0.47039916
SNXBNB,0.0,0.0,0.0,0.0,0.0
SNXBUSD,0.0,0.0,0.0,0.0,0.0
SNXUSDT,-0.003,-0.472,0.633,3194642.4,2017105.7832
ETHUPUSDT,0.0,0.0,0.0,0.0,0.0
ETHDOWNUSDT,0.0,0.0,0.0,0.0,0.0
ADAUPUSDT,0.0,0.0,0.0,0.0,0.0
ADADOWNUSDT,0.0,0.0,0.0,0.0,0.0
LINKUPUSDT,0.0,0.0,0.0,0.0,0.0
LINKDOWNUSDT,0.0,0.0,0.0,0.0,0.0
VTHOBNB,0.0,0.0,0.0,0.0,0.0
VTHOBUSD,0.0,0.0,0.0,0.0,0.0
VTHOUSDT,-0.000299,-10.728,0.002488,4055241684.0,10921642.07862
DCRBUSD,0.0,0.0,0.0,0.0,0.0
DGBUSDT,9e-05,0.916,0.00991,255631812.0,2611779.137895
GBPUSDT,0.0,0.0,0.0,0.0,0.0
STORJBUSD,0.0,0.0,0.0,0.0,0.0
SXPUSDT,0.012,6.253,0.2039,44260970.5,9160550.47265
IRISBNB,0.0,0.0,0.0,0.0,0.0
IRISBTC,0.0,0.0,0.0,0.0,0.0
IRISBUSD,0.0,0.0,0.0,0.0,0.0
MKRBNB,0.0,0.0,0.0,0.0,0.0
MKRBTC,-0.00042,-2.574,0.0159,293.5978,4.70436606
MKRUSDT,-27.0,-1.968,1345.0,5935.2242,7993969.1274
MKRBUSD,0.0,0.0,0.0,0.0,0.0
DAIBNB,0.0,0.0,0.0,0.0,0.0
DAIBTC,0.0,0.0,0.0,0.0,0.0
DAIUSDT,0.0,0.0,0.0,0.0,0.0
DAIBUSD,0.0,0.0,0.0,0.0,0.0
RUNEBNB,-2.3e-05,-1.205,0.001885,26479.7,49.7625261
RUNEBTC,1.5e-07,1.127,1.346e-05,112880.5,1.49744571
RUNEBUSD,0.0,0.0,0.0,0.0,0.0
MANABUSD,0.0,0.0,0.0,0.0,0.0
DOGEBUSD,0.0,0.0,0.0,0.0,0.0
LENDBUSD,0.0,0.0,0.0,0.0,0.0
ZRXBUSD,0.0,0.0,0.0,0.0,0.0
DCRUSDT,-0.57,-4.695,11.57,30718.296,361119.45137
STORJUSDT,0.0135,5.2,0.2731,8186078.0,2175632.8278
XRPBKRW,0.0,0.0,0.0,0.0,0.0
ADABKRW,0.0,0.0,0.0,0.0,0.0
BTCAUD,0.0,0.0,0.0,0.0,0.0
ETHAUD,0.0,0.0,0.0,0.0,0.0
AUDBUSD,0.0,0.0,0.0,0.0,0.0
FIOBNB,0.0,0.0,0.0,0.0,0.0
FIOBTC,0.0,0.0,1.5e-07,305851.0,0.0484969
FIOBUSD,0.0,0.0,0.0,0.0,0.0
BNBUPUSDT,0.0,0.0,0.0,0.0,0.0
BNBDOWNUSDT,0.0,0.0,0.0,0.0,0.0
XTZUPUSDT,0.0,0.0,0.0,0.0,0.0
XTZDOWNUSDT,0.0,0.0,0.0,0.0,0.0
AVABNB,0.0,0.0,0.0,0.0,0.0
AVABTC,1e-08,0.161,6.21e-06,105318.0,0.64571575
AVABUSD,0.0,0.0,0.0,0.0,0.0
USDTBKRW,0.0,0.0,0.0,0.0,0.0
BUSDBKRW,0.0,0.0,0.0,0.0,0.0
IOTABUSD,0.0,0.0,0.0,0.0,0.0
MANAUSDT,-0.001,-0.368,0.2707,8847232.0,2362704.7907
XRPAUD,0.0,0.0,0.0,0.0,0.0
BNBAUD,0.0,0.0,0.0,0.0,0.0
AUDUSDT,0.0,0.0,0.0,0.0,0.0
BALBNB,0.0,0.0,0.0,0.0,0.0
BALBTC,0.0,0.0,0.0,0.0,0.0
BALBUSD,0.0,0.0,0.0,0.0,0.0
YFIBNB,0.0,0.0,0.0,0.0,0.0
YFIBTC,-0.0003,-0.562,0.0531,15.261,0.81007777
YFIBUSD,0.0,0.0,0.0,0.0,0.0
YFIUSDT,-8.0,-0.178,4488.0,378.84552,1689757.87404
BLZBUSD,0.0,0.0,0.0,0.0,0.0
KMDBUSD,0.0,0.0,0.0,0.0,0.0
BALUSDT,0.097,11.149,0.967,3675638.57,3888841.0597
BLZUSDT,0.0,0.0,0.0,0.0,0.0
IRISUSDT,0.0,0.0,0.0,0.0,0.0
KMDUSDT,0.0001,0.085,0.1174,2408583.0,284431.9166
BTCDAI,445.69,0.53,84468.7,2.63779,221666.9718697
ETHDAI,-21.38,-1.329,1587.88,672.0106,1064153.119346
BNBDAI,0.0,0.0,0.0,0.0,0.0
USDTDAI,-0.0001,-0.01,0.9998,3843720.9,3842748.95526
BUSDDAI,0.0,0.0,0.0,0.0,0.0
JSTBNB,0.0,0.0,0.0,0.0,0.0
JSTBTC,1e-08,2.778,3.7e-07,320521.0,0.1183955
JSTBUSD,0.0,0.0,0.0,0.0,0.0
JSTUSDT,0.00027,0.88,0.03095,37280972.3,1156368.840442
SRMBNB,0.0,0.0,0.0,0.0,0.0
SRMBTC,0.0,0.0,0.0,0.0,0.0
SRMBUSD,0.0,0.0,0.0,0.0,0.0
SRMUSDT,0.0,0.0,0.0,0.0,0.0
ANTBNB,0.0,0.0,0.0,0.0,0.0
ANTBTC,0.0,0.0,0.0,0.0,0.0
ANTBUSD,0.0,0.0,0.0,0.0,0.0
ANTUSDT,0.0,0.0,0.0,0.0,0.0
CRVBNB,0.0,0.0,0.0,0.0,0.0
CRVBTC,5.9e-07,8.381,7.63e-06,3936105.4,29.06541035
CRVBUSD,0.0,0.0,0.0,0.0,0.0
CRVUSDT,0.0525,8.864,0.6448,92809987.5,57426406.27068
SANDBNB,0.0,0.0,0.0,0.0,0.0
SANDBTC,-6e-08,-2.02,2.91e-06,837169.0,2.46086045
SANDUSDT,-0.0046,-1.836,0.2459,32142625.0,7931552.2787
SANDBUSD,0.0,0.0,0.0,0.0,0.0
OCEANBNB,0.0,0.0,0.0,0.0,0.0
OCEANBTC,0.0,0.0,0.0,0.0,0.0
OCEANBUSD,0.0,0.0,0.0,0.0,0.0
OCEANUSDT,0.0,0.0,0.0,0.0,0.0
NMRBTC,-2.7e-06,-3.293,7.93e-05,4142.6,0.33339267
NMRBUSD,0.0,0.0,0.0,0.0,0.0
NMRUSDT,-0.25,-3.613,6.67,185896.85,1254664.6417
DOTBNB,1e-05,0.163,0.00616,4796.79,29.1719465
DOTBTC,-3e-07,-0.701,4.25e-05,134878.43,5.67758295
DOTBUSD,0.0,0.0,0.0,0.0,0.0
DOTUSDT,0.003,0.084,3.592,4598864.09,16281597.79266
LUNABNB,0.0,0.0,0.0,0.0,0.0
LUNABTC,0.0,0.0,0.0,0.0,0.0
LUNABUSD,0.0,0.0,0.0,0.0,0.0
LUNAUSDT,0.0001,0.064,0.1559,7144375.93,1105809.555039
IDEXBTC,0.0,0.0,0.0,0.0,0.0
IDEXBUSD,0.0,0.0,0.0,0.0,0.0
RSRBNB,0.0,0.0,0.0,0.0,0.0
RSRBTC,0.0,0.0,0.0,0.0,0.0
RSRBUSD,0.0,0.0,0.0,0.0,0.0
RSRUSDT,-0.000132,-1.857,0.006977,654535656.4,4549467.734652
PAXGBNB,0.0,0.0,0.0,0.0,0.0
PAXGBTC,0.00114,2.951,0.03977,181.9968,7.20894577
PAXGBUSD,0.0,0.0,0.0,0.0,0.0
PAXGUSDT,111.0,3.417,3359.0,8471.0742,28069290.4102
WNXMBNB,0.0,0.0,0.0,0.0,0.0
WNXMBTC,0.0,0.0,0.0,0.0,0.0
WNXMBUSD,0.0,0.0,0.0,0.0,0.0
WNXMUSDT,0.0,0.0,0.0,0.0,0.0
TRBBNB,0.0,0.0,0.0,0.0,0.0
TRBBTC,-2e-06,-0.73,0.000272,1303.173,0.35433842
TRBBUSD,0.0,0.0,0.0,0.0,0.0
TRBUSDT,-0.37,-1.596,22.82,160645.562,3654381.7647
ETHNGN,0.0,0.0,0.0,0.0,0.0
DOTBIDR,0.0,0.0,0.0,0.0,0.0
LINKAUD,0.0,0.0,0.0,0.0,0.0
SXPAUD,0.0,0.0,0.0,0.0,0.0
BZRXBNB,0.0,0.0,0.0,0.0,0.0
BZRXBTC,0.0,0.0,0.0,0.0,0.0
BZRXBUSD,0.0,0.0,0.0,0.0,0.0
BZRXUSDT,0.0,0.0,0.0,0.0,0.0
WBTCBTC,0.0,0.0,0.9999,276.968,276.96083019
WBTCETH,0.99,1.894,53.25,2.93818,156.1091231
SUSHIBNB,0.0,0.0,0.0,0.0,0.0
SUSHIBTC,-6e-08,-0.92,6.46e-06,357137.3,2.29687998
SUSHIBUSD,0.0,0.0,0.0,0.0,0.0
SUSHIUSDT,-0.003,-0.547,0.545,4299530.1,2325925.4309
YFIIBNB,0.0,0.0,0.0,0.0,0.0
