symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHBTC,-0.00043000,-2.244,0.01880305,0.01917000,0.01873000,2.73550000,0.01873000,83.06850000,0.01874000,7.87160000,0.01916000,0.01916000,0.01844000,25404.50440000,477.68225345,1744749554842,1744835954842,492977625,493052169,74545
LTCBTC,-0.00000800,-0.888,0.00089198,0.00090200,0.00089300,22.06200000,0.00089200,358.16500000,0.00089300,349.63800000,0.00090100,0.00091400,0.00087500,31268.00000000,27.89038264,1744749554067,1744835954067,104891676,104900007,8332
BNBBTC,-0.00000100,-0.014,0.00692007,0.00693200,0.00693000,0.94100000,0.00693000,22.08600000,0.00693100,0.36000000,0.00693100,0.00697900,0.00685500,7982.90500000,55.24224905,1744749550307,1744835950307,271615819,271635428,19610
NEOBTC,0.00000050,0.778,0.00006457,0.00006430,0.00006480,695.46000000,0.00006470,37.12000000,0.00006480,270.60000000,0.00006430,0.00006730,0.00006240,170351.41000000,10.99936216,1744749554051,1744835954051,47450302,47454059,3758
QTUMETH,0.00003900,3.210,0.00124743,0.00121100,0.00125400,33.40000000,0.00125300,116.40000000,0.00125600,187.60000000,0.00121500,0.00125400,0.00121500,4254.30000000,5.30695910,1744749544823,1744835944823,5521167,5521225,59
EOSETH,0.00002810,7.646,0.00039110,0.00036940,0.00039560,15.00000000,0.00039570,14.30000000,0.00039630,1074.00000000,0.00036750,0.00040800,0.00036450,58389.80000000,22.83651095,1744749554298,1744835954298,23896998,23898256,1259
SNTETH,0.00000558,48.862,0.00001509,0.00001141,0.00001700,203.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001142,0.00004538,0.00001141,6625338.00000000,99.96094802,1744686062471,1744772462471,4106967,4110152,3186
BNTETH,0.00000000,0,0.00000000,0.00020260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
BCCBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
GASBTC,0.00000850,21.303,0.00004558,0.00003980,0.00004840,92.10000000,0.00004840,75.30000000,0.00004850,1105.40000000,0.00003990,0.00005020,0.00003920,608653.90000000,27.74491361,1744749550489,1744835950489,22782200,22809282,27083
BNBETH,0.00820000,2.267,0.36799497,0.36170000,0.36990000,1.24900000,0.36990000,0.81400000,0.37000000,19.86600000,0.36170000,0.37490000,0.36160000,6926.43300000,2548.89251900,1744749554319,1744835954319,65789491,65810778,21288
BTCUSDT,353.83000000,0.421,84011.16053160,84086.18000000,84440.01000000,0.00017000,84440.00000000,2.70909000,84440.01000000,0.02966000,84086.18000000,85500.00000000,83111.64000000,21755.10378000,1827671516.04311760,1744749555002,1744835955002,4828570010,4831871101,3301092
ETHUSDT,-28.50000000,-1.769,1579.68472554,1611.10000000,1582.60000000,0.00750000,1582.59000000,57.67340000,1582.60000000,28.92550000,1611.10000000,1613.66000000,1538.07000000,610962.18730000,965127635.15957900,1744749555015,1744835955015,2333847747,2336509676,2661930
HSRBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
OAXETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
DNTETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
MCOETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ICNETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
MCOBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
WTCBTC,0.00000000,0,0.00000000,0.00000024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
WTCETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
LRCBTC,0.00000000,0.000,0.00000103,0.00000104,0.00000103,19539.00000000,0.00000102,63316.00000000,0.00000103,10174.00000000,0.00000103,0.00000104,0.00000101,446750.00000000,0.45995538,1744749554666,1744835954666,22875738,22875902,165
LRCETH,0.00000075,1.385,0.00005504,0.00005398,0.00005491,2456.00000000,0.00005488,1787.00000000,0.00005494,2460.00000000,0.00005416,0.00005518,0.00005415,386191.00000000,21.25706073,1744749554834,1744835954834,4968144,4968498,355
QTUMBTC,0.00000032,1.380,0.00002335,0.00002306,0.00002351,4.40000000,0.00002347,1275.20000000,0.00002363,9.20000000,0.00002319,0.00002378,0.00002289,44593.90000000,1.04117071,1744749538978,1744835938978,24725322,24725638,317
YOYOBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
OMGBTC,0.00000000,0,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
OMGETH,0.00000000,0,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ZRXBTC,0.00000002,0.714,0.00000279,0.00000281,0.00000282,234.00000000,0.00000281,35355.00000000,0.00000282,88.00000000,0.00000280,0.00000286,0.00000266,184643.00000000,0.51563582,1744749544989,1744835944989,26455478,26456320,843
ZRXETH,0.00000000,0,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
STRATBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
STRATETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
SNGLSBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
SNGLSETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
BQXBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
BQXETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
KNCBTC,0.00000006,1.617,0.00000377,0.00000371,0.00000377,502.60000000,0.00000377,26.60000000,0.00000378,703.40000000,0.00000371,0.00000386,0.00000369,107847.50000000,0.40681928,1744749547171,1744835947171,21078811,21079365,555
KNCETH,0.00000000,0,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
FUNBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
FUNETH,0.00000000,0,0.00000000,0.00000146,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
SNMBTC,0.00000000,0,0.00000000,0.00000057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
SNMETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
NEOETH,0.00000000,0,0.00000000,0.00477500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
IOTABTC,0.00000000,0.000,0.00000187,0.00000189,0.00000188,24276.00000000,0.00000187,127220.00000000,0.00000188,46112.00000000,0.00000188,0.00000191,0.00000183,642567.00000000,1.19931940,1744749553499,1744835953499,35468825,35469397,573
IOTAETH,0.00000129,1.305,0.00009967,0.00009928,0.00010014,499.00000000,0.00009986,2764.00000000,0.00010033,3680.00000000,0.00009885,0.00010095,0.00009818,12516.00000000,1.24743657,1744749548156,1744835948156,7895139,7895187,49
LINKBTC,-0.00000080,-0.541,0.00014568,0.00014770,0.00014700,101.10000000,0.00014700,55.90000000,0.00014710,689.57000000,0.00014780,0.00014850,0.00014300,103033.31000000,15.00962860,1744749554981,1744835954981,99598144,99606602,8459
LINKETH,0.00013300,1.725,0.00774794,0.00771000,0.00784500,15.51000000,0.00784300,84.24000000,0.00784400,30.36000000,0.00771200,0.00785400,0.00767500,103056.58000000,798.47623571,1744749552751,1744835952751,23291508,23300840,9333
XVGBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
XVGETH,0.00000007,2.745,0.00000263,0.00000255,0.00000262,465.00000000,0.00000261,8784.00000000,0.00000263,63400.00000000,0.00000255,0.00000264,0.00000255,19927213.00000000,52.41373858,1744749522548,1744835922548,12019516,12020110,595
SALTBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
SALTETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
MDABTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
MDAETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
MTLBTC,0.00000072,8.117,0.00000956,0.00000883,0.00000959,506.90000000,0.00000964,719.00000000,0.00000966,990.20000000,0.00000887,0.00000998,0.00000884,227985.10000000,2.17994959,1744749554397,1744835954397,21319432,21320365,934
MTLETH,0.00000000,0,0.00000000,0.00068340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
SUBBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
SUBETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
EOSBTC,0.00000035,4.950,0.00000736,0.00000709,0.00000742,420.90000000,0.00000742,582.60000000,0.00000743,1381.80000000,0.00000707,0.00000763,0.00000696,717150.60000000,5.28047814,1744749546017,1744835946017,76701689,76705663,3975
SNTBTC,0.00000010,45.455,0.00000029,0.00000022,0.00000032,9281.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000022,0.00000095,0.00000020,7599159.00000000,2.21225122,1744686060162,1744772460162,13165701,13167823,2123
ETCETH,0.00016000,1.715,0.00940433,0.00931000,0.00949000,4.46000000,0.00948000,1.05000000,0.00950000,10.62000000,0.00933000,0.00952000,0.00931000,1012.73000000,9.52404680,1744749532895,1744835932895,9234205,9234766,562
ETCBTC,-0.00000100,-0.560,0.00017701,0.00017880,0.00017770,3.37000000,0.00017770,87.75000000,0.00017780,12.82000000,0.00017870,0.00017930,0.00017410,19749.38000000,3.49580860,1744749543277,1744835943277,47923098,47925412,2315
MTHBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
MTHETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ENGBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ENGETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
DNTBTC,0.00000000,0,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ZECBTC,-0.00000590,-1.571,0.00037592,0.00037560,0.00036970,0.95800000,0.00036930,0.96800000,0.00036960,0.96800000,0.00037560,0.00038520,0.00036150,13751.07600000,5.16928801,1744749554060,1744835954060,29347181,29350701,3521
ZECETH,0.00017000,0.873,0.01960756,0.01966000,0.01965000,3.92400000,0.01965000,89.89100000,0.01975000,34.01000000,0.01948000,0.02019000,0.01920000,648.32900000,12.71215259,1744749519807,1744835919807,3948519,3948616,98
BNTBTC,0.00000000,0,0.00000000,0.00000794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ASTBTC,0.00000000,0,0.00000000,0.00000124,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ASTETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
DASHBTC,-0.00000200,-0.824,0.00024089,0.00024270,0.00024070,0.75300000,0.00023940,4.05000000,0.00023950,24.40000000,0.00024270,0.00024470,0.00023740,3098.94400000,0.74651299,1744749539981,1744835939981,28837428,28838232,805
DASHETH,0.00004000,0.314,0.01288444,0.01268000,0.01279000,0.17900000,0.01277000,2.59600000,0.01280000,18.58300000,0.01275000,0.01301000,0.01270000,835.55200000,10.76562245,1744749543320,1744835943320,4129889,4130000,112
OAXBTC,0.00000000,0,0.00000000,0.00000038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ICNBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
BTGBTC,0.00000000,0,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
BTGETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
EVXBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
EVXETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
REQBTC,0.00000001,0.855,0.00000103,0.00000116,0.00000118,17470.00000000,0.00000117,27332.00000000,0.00000118,10000.00000000,0.00000117,0.00000119,0.00000041,710453.00000000,0.73360705,1744749538075,1744835938075,14385919,14386139,221
REQETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
VIBBTC,0.00000000,0,0.00000000,0.00000051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
VIBETH,0.00000000,0,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
HSRETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
TRXBTC,-0.00000002,-0.669,0.00000301,0.00000298,0.00000297,123.00000000,0.00000296,1945175.00000000,0.00000297,1128386.00000000,0.00000299,0.00000304,0.00000296,8718122.00000000,26.20249974,1744749548734,1744835948734,75320216,75330307,10092
TRXETH,0.00000224,1.437,0.00015981,0.00015576,0.00015807,1903.00000000,0.00015803,4604.00000000,0.00015816,1350.00000000,0.00015583,0.00016307,0.00015583,5370461.00000000,858.22994917,1744749546619,1744835946619,39249986,39259720,9735
POWRBTC,0.00000018,9.474,0.00000204,0.00000190,0.00000208,1924.00000000,0.00000208,13818.00000000,0.00000209,8362.00000000,0.00000190,0.00000214,0.00000189,687813.00000000,1.40341892,1744749490808,1744835890808,17736988,17737968,981
POWRETH,0.00001180,11.812,0.00010820,0.00009950,0.00011170,1962.00000000,0.00011120,3593.00000000,0.00011150,1520.00000000,0.00009990,0.00011490,0.00009990,338270.00000000,36.60164360,1744749470090,1744835870090,3371264,3372068,805
ARKBTC,0.00000000,0,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ARKETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
YOYOETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
XRPBTC,-0.00000036,-1.425,0.00002481,0.00002527,0.00002490,10.00000000,0.00002490,8128.00000000,0.00002491,10822.00000000,0.00002526,0.00002528,0.00002449,3804886.00000000,94.40155874,1744749553942,1744835953942,183900180,183924412,24233
XRPETH,0.00001070,0.812,0.00131939,0.00131830,0.00132910,153.00000000,0.00132910,162.00000000,0.00132930,162.00000000,0.00131840,0.00134110,0.00130330,1223184.00000000,1613.86223100,1744749551838,1744835951838,36100839,36116768,15930
MODBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
MODETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
ENJBTC,0.00000000,0.000,0.00000072,0.00000073,0.00000072,52598.90000000,0.00000071,233067.30000000,0.00000072,54200.30000000,0.00000072,0.00000074,0.00000070,1024039.60000000,0.73594949,1744749554805,1744835954805,41354409,41354587,179
ENJETH,0.00000000,0,0.00000000,0.00006172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
STORJBTC,0.00000016,5.212,0.00000315,0.00000308,0.00000323,1584.00000000,0.00000323,26631.00000000,0.00000325,7202.00000000,0.00000307,0.00000332,0.00000306,147344.00000000,0.46417090,1744749528755,1744835928755,14650247,14650438,192
STORJETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
BNBUSDT,2.60000000,0.446,581.23090836,582.79000000,585.39000000,0.41000000,585.38000000,60.69200000,585.39000000,20.91800000,582.79000000,587.00000000,576.00000000,179044.85000000,104066400.80261000,1744749555008,1744835955008,1035020849,1035682855,662007
VENBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
YOYOBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
POWRBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
VENBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
VENETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
KMDBTC,0.00000000,0.000,0.00000141,0.00000139,0.00000139,10140.00000000,0.00000138,26494.00000000,0.00000140,1491.00000000,0.00000139,0.00000146,0.00000137,88003.00000000,0.12383860,1744749552527,1744835952527,15171595,15171930,336
KMDETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
NULSBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
RCNBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
RCNETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
RCNBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
NULSBTC,-0.00000004,-11.765,0.00000031,0.00000035,0.00000030,38653.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000034,0.00000040,0.00000027,1372393.00000000,0.41946519,1744686049975,1744772449975,15507179,15507896,718
NULSETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
RDNBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
RDNETH,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
RDNBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
XMRBTC,0.00000000,0,0.00000000,0.00228700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
XMRETH,0.00000000,0,0.00000000,0.04032000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
DLTBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
WTCBNB,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
DLTBTC,0.00000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1744189452884,1744275852884,-1,-1,0
